policyNumber,validity,refundPercent,orderNumber,productId
AS158488,12,66,8169298,2005910
AS158489,13,58,8169318,2005912
AS158490,8,46,8169338,2005914
AS158491,7,57,8169358,2005916
AS158492,12,40,8169378,2005918
AS158493,10,68,8169398,2005920
AS158494,13,56,8169418,2005922
AS158495,8,54,8169438,2005924
AS158496,6,61,8169458,2005926
AS158497,7,45,8169478,2005928
AS158498,8,69,8169498,2005930
AS158499,9,50,8169518,2005932
AS158500,5,69,8169538,2005934
AS158501,12,60,8169558,2005936
AS158502,8,56,8169578,2005938
AS158503,14,43,8169598,2005940
AS158504,6,52,8169618,2005942
AS158505,9,67,8169638,2005944
AS158506,5,67,8169658,2005946
AS158507,7,63,8169678,2005948
AS158508,6,53,8169698,2005950
AS158509,10,70,8169718,2005952
AS158510,9,45,8169738,2005954
AS158511,5,44,8169758,2005956
AS158512,5,68,8169778,2005958
AS158513,5,50,8169798,2005960
AS158514,5,53,8169818,2005962
AS158515,14,47,8169838,2005964
AS158516,11,59,8169858,2005966
AS158517,5,49,8169878,2005968
AS158518,13,58,8169898,2005970
AS158519,11,50,8169918,2005972
AS158520,7,63,8169938,2005974
AS158521,7,52,8169958,2005976
AS158522,8,55,8169978,2005978
AS158523,8,40,8169998,2005980
AS158524,7,59,8170018,2005982
AS158525,10,58,8170038,2005984
AS158526,14,49,8170058,2005986
AS158527,14,64,8170078,2005988
AS158528,12,65,8170098,2005990
AS158529,10,54,8170118,2005992
AS158530,9,59,8170138,2005994
AS158531,8,66,8170158,2005996
AS158532,11,44,8170178,2005998
AS158533,9,47,8170198,2006000
AS158534,14,68,8170218,2006002
AS158535,13,58,8170238,2006004
AS158536,13,62,8170258,2006006
AS158537,12,60,8170278,2006008
AS158538,8,54,8170298,2006010
AS158539,6,43,8170318,2006012
AS158540,11,60,8170338,2006014
AS158541,10,50,8170358,2006016
AS158542,11,59,8170378,2006018
AS158543,7,66,8170398,2006020
AS158544,11,66,8170418,2006022
AS158545,14,70,8170438,2006024
AS158546,12,47,8170458,2006026
AS158547,9,54,8170478,2006028
AS158548,12,64,8170498,2006030
AS158549,7,44,8170518,2006032
AS158550,10,50,8170538,2006034
AS158551,7,62,8170558,2006036
AS158552,8,58,8170578,2006038
AS158553,8,50,8170598,2006040
AS158554,10,68,8170618,2006042
AS158555,9,41,8170638,2006044
AS158556,12,56,8170658,2006046
AS158557,6,44,8170678,2006048
AS158558,8,58,8170698,2006050
AS158559,6,51,8170718,2006052
AS158560,9,52,8170738,2006054
AS158561,10,64,8170758,2006056
AS158562,11,64,8170778,2006058
AS158563,9,60,8170798,2006060
AS158564,7,46,8170818,2006062
AS158565,12,52,8170838,2006064
AS158566,14,50,8170858,2006066
AS158567,14,62,8170878,2006068
AS158568,12,45,8170898,2006070
AS158569,5,68,8170918,2006072
AS158570,5,68,8170938,2006074
AS158571,7,70,8170958,2006076
AS158572,7,48,8170978,2006078
AS158573,10,58,8170998,2006080
AS158574,6,61,8171018,2006082
AS158575,13,45,8171038,2006084
AS158576,8,58,8171058,2006086
AS158577,9,50,8171078,2006088
AS158578,5,45,8171098,2006090
AS158579,14,40,8171118,2006092
AS158580,12,49,8171138,2006094
AS158581,13,53,8171158,2006096
AS158582,11,45,8171178,2006098
AS158583,13,69,8171198,2006100
AS158584,13,41,8171218,2006102
AS158585,7,68,8171238,2006104
AS158586,12,68,8171258,2006106
AS158587,12,42,8171278,2006108
AS158588,6,65,8171298,2006110
AS158589,5,47,8171318,2006112
AS158590,7,48,8171338,2006114
AS158591,14,48,8171358,2006116
AS158592,13,52,8171378,2006118
AS158593,5,70,8171398,2006120
AS158594,12,64,8171418,2006122
AS158595,12,55,8171438,2006124
AS158596,13,64,8171458,2006126
AS158597,9,44,8171478,2006128
AS158598,7,61,8171498,2006130
AS158599,6,47,8171518,2006132
AS158600,14,60,8171538,2006134
AS158601,9,55,8171558,2006136
AS158602,5,41,8171578,2006138
AS158603,12,61,8171598,2006140
AS158604,11,70,8171618,2006142
AS158605,12,50,8171638,2006144
AS158606,13,69,8171658,2006146
AS158607,8,52,8171678,2006148
AS158608,6,63,8171698,2006150
AS158609,11,52,8171718,2006152
AS158610,11,50,8171738,2006154
AS158611,7,56,8171758,2006156
AS158612,9,64,8171778,2006158
AS158613,11,45,8171798,2006160
AS158614,7,70,8171818,2006162
AS158615,8,61,8171838,2006164
AS158616,13,51,8171858,2006166
AS158617,8,63,8171878,2006168
AS158618,6,45,8171898,2006170
AS158619,10,67,8171918,2006172
AS158620,10,61,8171938,2006174
AS158621,12,63,8171958,2006176
AS158622,12,40,8171978,2006178
AS158623,8,49,8171998,2006180
AS158624,6,42,8172018,2006182
AS158625,6,64,8172038,2006184
AS158626,12,55,8172058,2006186
AS158627,9,69,8172078,2006188
AS158628,7,60,8172098,2006190
AS158629,12,51,8172118,2006192
AS158630,12,65,8172138,2006194
AS158631,10,41,8172158,2006196
AS158632,11,51,8172178,2006198
AS158633,13,42,8172198,2006200
AS158634,5,60,8172218,2006202
AS158635,8,58,8172238,2006204
AS158636,11,51,8172258,2006206
AS158637,13,41,8172278,2006208
AS158638,13,54,8172298,2006210
AS158639,8,46,8172318,2006212
AS158640,14,44,8172338,2006214
AS158641,9,53,8172358,2006216
AS158642,5,49,8172378,2006218
AS158643,13,50,8172398,2006220
AS158644,7,41,8172418,2006222
AS158645,7,44,8172438,2006224
AS158646,12,67,8172458,2006226
AS158647,7,59,8172478,2006228
AS158648,11,42,8172498,2006230
AS158649,7,48,8172518,2006232
AS158650,9,56,8172538,2006234
AS158651,7,46,8172558,2006236
AS158652,10,48,8172578,2006238
AS158653,12,44,8172598,2006240
AS158654,10,46,8172618,2006242
AS158655,10,40,8172638,2006244
AS158656,8,46,8172658,2006246
AS158657,13,47,8172678,2006248
AS158658,12,55,8172698,2006250
AS158659,10,52,8172718,2006252
AS158660,5,58,8172738,2006254
AS158661,5,61,8172758,2006256
AS158662,11,57,8172778,2006258
AS158663,8,59,8172798,2006260
AS158664,7,53,8172818,2006262
AS158665,7,56,8172838,2006264
AS158666,8,63,8172858,2006266
AS158667,13,44,8172878,2006268
AS158668,7,64,8172898,2006270
AS158669,5,60,8172918,2006272
AS158670,13,43,8172938,2006274
AS158671,8,44,8172958,2006276
AS158672,8,50,8172978,2006278
AS158673,10,44,8172998,2006280
AS158674,13,52,8173018,2006282
AS158675,13,58,8173038,2006284
AS158676,7,70,8173058,2006286
AS158677,13,67,8173078,2006288
AS158678,11,43,8173098,2006290
AS158679,11,55,8173118,2006292
AS158680,8,50,8173138,2006294
AS158681,8,58,8173158,2006296
AS158682,12,53,8173178,2006298
AS158683,11,69,8173198,2006300
AS158684,12,50,8173218,2006302
AS158685,11,41,8173238,2006304
AS158686,11,49,8173258,2006306
AS158687,5,50,8173278,2006308
AS158688,7,45,8173298,2006310
AS158689,10,65,8173318,2006312
AS158690,10,68,8173338,2006314
AS158691,6,65,8173358,2006316
AS158692,13,68,8173378,2006318
AS158693,14,56,8173398,2006320
AS158694,8,57,8173418,2006322
AS158695,9,68,8173438,2006324
AS158696,11,48,8173458,2006326
AS158697,12,66,8173478,2006328
AS158698,5,58,8173498,2006330
AS158699,7,68,8173518,2006332
AS158700,9,67,8173538,2006334
AS158701,7,62,8173558,2006336
AS158702,11,51,8173578,2006338
AS158703,13,58,8173598,2006340
AS158704,11,66,8173618,2006342
AS158705,8,64,8173638,2006344
AS158706,6,50,8173658,2006346
AS158707,12,63,8173678,2006348
AS158708,5,54,8173698,2006350
AS158709,12,48,8173718,2006352
AS158710,5,60,8173738,2006354
AS158711,5,62,8173758,2006356
AS158712,10,44,8173778,2006358
AS158713,13,49,8173798,2006360
AS158714,8,57,8173818,2006362
AS158715,8,43,8173838,2006364
AS158716,7,59,8173858,2006366
AS158717,8,52,8173878,2006368
AS158718,5,67,8173898,2006370
AS158719,6,50,8173918,2006372
AS158720,11,47,8173938,2006374
AS158721,5,61,8173958,2006376
AS158722,9,45,8173978,2006378
AS158723,6,52,8173998,2006380
AS158724,14,67,8174018,2006382
AS158725,5,63,8174038,2006384
AS158726,9,57,8174058,2006386
AS158727,13,55,8174078,2006388
AS158728,7,48,8174098,2006390
AS158729,14,64,8174118,2006392
AS158730,14,49,8174138,2006394
AS158731,9,47,8174158,2006396
AS158732,13,51,8174178,2006398
AS158733,10,40,8174198,2006400
AS158734,10,55,8174218,2006402
AS158735,8,43,8174238,2006404
AS158736,10,50,8174258,2006406
AS158737,9,65,8174278,2006408
AS158738,6,66,8174298,2006410
AS158739,7,45,8174318,2006412
AS158740,7,58,8174338,2006414
AS158741,11,52,8174358,2006416
AS158742,10,67,8174378,2006418
AS158743,7,45,8174398,2006420
AS158744,14,45,8174418,2006422
AS158745,12,57,8174438,2006424
AS158746,8,69,8174458,2006426
AS158747,6,54,8174478,2006428
AS158748,12,46,8174498,2006430
AS158749,7,44,8174518,2006432
AS158750,7,45,8174538,2006434
AS158751,12,69,8174558,2006436
AS158752,7,48,8174578,2006438
AS158753,8,40,8174598,2006440
AS158754,14,47,8174618,2006442
AS158755,8,53,8174638,2006444
AS158756,6,64,8174658,2006446
AS158757,12,69,8174678,2006448
AS158758,13,40,8174698,2006450
AS158759,6,47,8174718,2006452
AS158760,6,45,8174738,2006454
AS158761,12,54,8174758,2006456
AS158762,11,60,8174778,2006458
AS158763,9,44,8174798,2006460
AS158764,12,62,8174818,2006462
AS158765,11,69,8174838,2006464
AS158766,10,46,8174858,2006466
AS158767,7,58,8174878,2006468
AS158768,9,65,8174898,2006470
AS158769,10,43,8174918,2006472
AS158770,9,42,8174938,2006474
AS158771,7,43,8174958,2006476
AS158772,14,63,8174978,2006478
AS158773,6,52,8174998,2006480
AS158774,14,66,8175018,2006482
AS158775,5,61,8175038,2006484
AS158776,11,49,8175058,2006486
AS158777,11,41,8175078,2006488
AS158778,9,61,8175098,2006490
AS158779,5,54,8175118,2006492
AS158780,13,63,8175138,2006494
AS158781,11,41,8175158,2006496
AS158782,5,51,8175178,2006498
AS158783,9,48,8175198,2006500
AS158784,7,68,8175218,2006502
AS158785,12,67,8175238,2006504
AS158786,14,54,8175258,2006506
AS158787,13,44,8175278,2006508
AS158788,7,68,8175298,2006510
AS158789,5,52,8175318,2006512
AS158790,12,65,8175338,2006514
AS158791,8,62,8175358,2006516
AS158792,7,58,8175378,2006518
AS158793,12,65,8175398,2006520
AS158794,8,52,8175418,2006522
AS158795,14,64,8175438,2006524
AS158796,8,54,8175458,2006526
AS158797,14,65,8175478,2006528
AS158798,5,60,8175498,2006530
AS158799,13,66,8175518,2006532
AS158800,7,52,8175538,2006534
AS158801,5,62,8175558,2006536
AS158802,8,60,8175578,2006538
AS158803,5,61,8175598,2006540
AS158804,10,64,8175618,2006542
AS158805,10,60,8175638,2006544
AS158806,9,64,8175658,2006546
AS158807,13,50,8175678,2006548
AS158808,6,69,8175698,2006550
AS158809,8,69,8175718,2006552
AS158810,14,48,8175738,2006554
AS158811,12,46,8175758,2006556
AS158812,8,53,8175778,2006558
AS158813,11,69,8175798,2006560
AS158814,11,60,8175818,2006562
AS158815,11,41,8175838,2006564
AS158816,10,62,8175858,2006566
AS158817,10,51,8175878,2006568
AS158818,9,43,8175898,2006570
AS158819,13,64,8175918,2006572
AS158820,10,44,8175938,2006574
AS158821,11,44,8175958,2006576
AS158822,5,53,8175978,2006578
AS158823,7,45,8175998,2006580
AS158824,11,54,8176018,2006582
AS158825,6,40,8176038,2006584
AS158826,8,62,8176058,2006586
AS158827,6,54,8176078,2006588
AS158828,6,61,8176098,2006590
AS158829,10,67,8176118,2006592
AS158830,14,65,8176138,2006594
AS158831,6,51,8176158,2006596
AS158832,14,67,8176178,2006598
AS158833,9,48,8176198,2006600
AS158834,6,66,8176218,2006602
AS158835,5,69,8176238,2006604
AS158836,13,59,8176258,2006606
AS158837,9,52,8176278,2006608
AS158838,11,40,8176298,2006610
AS158839,9,43,8176318,2006612
AS158840,6,66,8176338,2006614
AS158841,5,59,8176358,2006616
AS158842,11,66,8176378,2006618
AS158843,10,49,8176398,2006620
AS158844,7,59,8176418,2006622
AS158845,8,48,8176438,2006624
AS158846,6,49,8176458,2006626
AS158847,8,51,8176478,2006628
AS158848,14,43,8176498,2006630
AS158849,14,70,8176518,2006632
AS158850,7,52,8176538,2006634
AS158851,14,49,8176558,2006636
AS158852,14,51,8176578,2006638
AS158853,7,62,8176598,2006640
AS158854,8,63,8176618,2006642
AS158855,6,67,8176638,2006644
AS158856,8,54,8176658,2006646
AS158857,5,63,8176678,2006648
AS158858,11,64,8176698,2006650
AS158859,6,65,8176718,2006652
AS158860,12,46,8176738,2006654
AS158861,9,59,8176758,2006656
AS158862,12,49,8176778,2006658
AS158863,7,55,8176798,2006660
AS158864,7,65,8176818,2006662
AS158865,8,49,8176838,2006664
AS158866,11,55,8176858,2006666
AS158867,6,67,8176878,2006668
AS158868,10,68,8176898,2006670
AS158869,10,45,8176918,2006672
AS158870,8,58,8176938,2006674
AS158871,13,46,8176958,2006676
AS158872,10,40,8176978,2006678
AS158873,8,55,8176998,2006680
AS158874,8,41,8177018,2006682
AS158875,6,66,8177038,2006684
AS158876,10,46,8177058,2006686
AS158877,13,68,8177078,2006688
AS158878,14,41,8177098,2006690
AS158879,14,64,8177118,2006692
AS158880,12,63,8177138,2006694
AS158881,7,50,8177158,2006696
AS158882,9,45,8177178,2006698
AS158883,6,47,8177198,2006700
AS158884,7,47,8177218,2006702
AS158885,8,65,8177238,2006704
AS158886,13,54,8177258,2006706
AS158887,11,60,8177278,2006708
AS158888,5,54,8177298,2006710
AS158889,10,61,8177318,2006712
AS158890,9,55,8177338,2006714
AS158891,5,58,8177358,2006716
AS158892,6,59,8177378,2006718
AS158893,7,46,8177398,2006720
AS158894,11,51,8177418,2006722
AS158895,12,45,8177438,2006724
AS158896,12,69,8177458,2006726
AS158897,6,69,8177478,2006728
AS158898,9,67,8177498,2006730
AS158899,11,63,8177518,2006732
AS158900,14,46,8177538,2006734
AS158901,6,52,8177558,2006736
AS158902,10,43,8177578,2006738
AS158903,14,58,8177598,2006740
AS158904,10,44,8177618,2006742
AS158905,5,42,8177638,2006744
AS158906,6,51,8177658,2006746
AS158907,7,49,8177678,2006748
AS158908,9,53,8177698,2006750
AS158909,11,45,8177718,2006752
AS158910,10,56,8177738,2006754
AS158911,10,56,8177758,2006756
AS158912,10,47,8177778,2006758
AS158913,10,64,8177798,2006760
AS158914,5,46,8177818,2006762
AS158915,11,64,8177838,2006764
AS158916,10,61,8177858,2006766
AS158917,7,53,8177878,2006768
AS158918,7,52,8177898,2006770
AS158919,13,41,8177918,2006772
AS158920,14,67,8177938,2006774
AS158921,9,65,8177958,2006776
AS158922,13,58,8177978,2006778
AS158923,12,56,8177998,2006780
AS158924,5,43,8178018,2006782
AS158925,6,60,8178038,2006784
AS158926,7,68,8178058,2006786
AS158927,10,69,8178078,2006788
AS158928,7,49,8178098,2006790
AS158929,13,48,8178118,2006792
AS158930,12,58,8178138,2006794
AS158931,11,52,8178158,2006796
AS158932,11,45,8178178,2006798
AS158933,9,40,8178198,2006800
AS158934,14,57,8178218,2006802
AS158935,9,47,8178238,2006804
AS158936,6,70,8178258,2006806
AS158937,10,57,8178278,2006808
AS158938,12,47,8178298,2006810
AS158939,14,70,8178318,2006812
AS158940,11,42,8178338,2006814
AS158941,10,55,8178358,2006816
AS158942,8,45,8178378,2006818
AS158943,10,52,8178398,2006820
AS158944,6,54,8178418,2006822
AS158945,8,50,8178438,2006824
AS158946,5,61,8178458,2006826
AS158947,11,56,8178478,2006828
AS158948,12,50,8178498,2006830
AS158949,9,56,8178518,2006832
AS158950,6,46,8178538,2006834
AS158951,12,65,8178558,2006836
AS158952,6,44,8178578,2006838
AS158953,8,69,8178598,2006840
AS158954,10,67,8178618,2006842
AS158955,8,61,8178638,2006844
AS158956,7,49,8178658,2006846
AS158957,10,59,8178678,2006848
AS158958,7,55,8178698,2006850
AS158959,7,69,8178718,2006852
AS158960,8,53,8178738,2006854
AS158961,7,68,8178758,2006856
AS158962,7,41,8178778,2006858
AS158963,13,61,8178798,2006860
AS158964,11,47,8178818,2006862
AS158965,12,42,8178838,2006864
AS158966,11,57,8178858,2006866
AS158967,10,59,8178878,2006868
AS158968,6,60,8178898,2006870
AS158969,6,62,8178918,2006872
AS158970,13,64,8178938,2006874
AS158971,12,55,8178958,2006876
AS158972,10,49,8178978,2006878
AS158973,6,53,8178998,2006880
AS158974,6,40,8179018,2006882
AS158975,14,48,8179038,2006884
AS158976,10,58,8179058,2006886
AS158977,5,69,8179078,2006888
AS158978,11,65,8179098,2006890
AS158979,5,46,8179118,2006892
AS158980,7,45,8179138,2006894
AS158981,6,41,8179158,2006896
AS158982,10,42,8179178,2006898
AS158983,9,52,8179198,2006900
AS158984,6,42,8179218,2006902
AS158985,11,42,8179238,2006904
AS158986,8,46,8179258,2006906
AS158987,5,41,8179278,2006908
AS158988,13,56,8179298,2006910
AS158989,14,44,8179318,2006912
AS158990,9,61,8179338,2006914
AS158991,6,69,8179358,2006916
AS158992,6,45,8179378,2006918
AS158993,6,40,8179398,2006920
AS158994,5,45,8179418,2006922
AS158995,11,70,8179438,2006924
AS158996,12,48,8179458,2006926
AS158997,12,69,8179478,2006928
AS158998,7,44,8179498,2006930
AS158999,10,42,8179518,2006932
AS159000,9,63,8179538,2006934
AS159001,11,64,8179558,2006936
AS159002,6,57,8179578,2006938
AS159003,13,46,8179598,2006940
AS159004,13,70,8179618,2006942
AS159005,7,50,8179638,2006944
AS159006,13,54,8179658,2006946
AS159007,7,59,8179678,2006948
AS159008,9,59,8179698,2006950
AS159009,14,65,8179718,2006952
AS159010,14,61,8179738,2006954
AS159011,12,52,8179758,2006956
AS159012,14,51,8179778,2006958
AS159013,9,57,8179798,2006960
AS159014,11,57,8179818,2006962
AS159015,5,53,8179838,2006964
AS159016,12,46,8179858,2006966
AS159017,9,40,8179878,2006968
AS159018,6,47,8179898,2006970
AS159019,11,66,8179918,2006972
AS159020,9,49,8179938,2006974
AS159021,13,40,8179958,2006976
AS159022,8,66,8179978,2006978
AS159023,7,52,8179998,2006980
AS159024,8,40,8180018,2006982
AS159025,6,40,8180038,2006984
AS159026,13,60,8180058,2006986
AS159027,7,49,8180078,2006988
AS159028,5,69,8180098,2006990
AS159029,12,42,8180118,2006992
AS159030,13,40,8180138,2006994
AS159031,10,45,8180158,2006996
AS159032,10,49,8180178,2006998
AS159033,7,65,8180198,2007000
AS159034,6,60,8180218,2007002
AS159035,8,41,8180238,2007004
AS159036,6,66,8180258,2007006
AS159037,7,65,8180278,2007008
AS159038,8,50,8180298,2007010
AS159039,12,43,8180318,2007012
AS159040,13,62,8180338,2007014
AS159041,9,60,8180358,2007016
AS159042,11,59,8180378,2007018
AS159043,13,59,8180398,2007020
AS159044,10,69,8180418,2007022
AS159045,6,53,8180438,2007024
AS159046,8,51,8180458,2007026
AS159047,13,55,8180478,2007028
AS159048,8,44,8180498,2007030
AS159049,10,50,8180518,2007032
AS159050,11,47,8180538,2007034
AS159051,9,70,8180558,2007036
AS159052,6,70,8180578,2007038
AS159053,8,46,8180598,2007040
AS159054,8,63,8180618,2007042
AS159055,6,40,8180638,2007044
AS159056,13,56,8180658,2007046
AS159057,13,70,8180678,2007048
AS159058,14,62,8180698,2007050
AS159059,12,59,8180718,2007052
AS159060,13,52,8180738,2007054
AS159061,10,64,8180758,2007056
AS159062,14,62,8180778,2007058
AS159063,7,66,8180798,2007060
AS159064,8,52,8180818,2007062
AS159065,6,40,8180838,2007064
AS159066,9,41,8180858,2007066
AS159067,9,70,8180878,2007068
AS159068,11,48,8180898,2007070
AS159069,11,50,8180918,2007072
AS159070,11,51,8180938,2007074
AS159071,5,69,8180958,2007076
AS159072,11,43,8180978,2007078
AS159073,9,62,8180998,2007080
AS159074,5,62,8181018,2007082
AS159075,8,60,8181038,2007084
AS159076,10,65,8181058,2007086
AS159077,13,55,8181078,2007088
AS159078,12,68,8181098,2007090
AS159079,14,48,8181118,2007092
AS159080,14,61,8181138,2007094
AS159081,8,46,8181158,2007096
AS159082,7,40,8181178,2007098
AS159083,11,58,8181198,2007100
AS159084,13,58,8181218,2007102
AS159085,11,55,8181238,2007104
AS159086,8,58,8181258,2007106
AS159087,14,61,8181278,2007108
AS159088,5,46,8181298,2007110
AS159089,6,57,8181318,2007112
AS159090,9,61,8181338,2007114
AS159091,9,56,8181358,2007116
AS159092,5,68,8181378,2007118
AS159093,8,49,8181398,2007120
AS159094,9,42,8181418,2007122
AS159095,5,64,8181438,2007124
AS159096,8,45,8181458,2007126
AS159097,11,59,8181478,2007128
AS159098,13,52,8181498,2007130
AS159099,10,55,8181518,2007132
AS159100,5,70,8181538,2007134
AS159101,9,63,8181558,2007136
AS159102,13,57,8181578,2007138
AS159103,10,52,8181598,2007140
AS159104,13,70,8181618,2007142
AS159105,7,57,8181638,2007144
AS159106,7,70,8181658,2007146
AS159107,12,53,8181678,2007148
AS159108,11,58,8181698,2007150
AS159109,11,49,8181718,2007152
AS159110,11,43,8181738,2007154
AS159111,11,69,8181758,2007156
AS159112,14,50,8181778,2007158
AS159113,11,49,8181798,2007160
AS159114,7,49,8181818,2007162
AS159115,12,61,8181838,2007164
AS159116,12,68,8181858,2007166
AS159117,12,68,8181878,2007168
AS159118,8,56,8181898,2007170
AS159119,6,48,8181918,2007172
AS159120,6,48,8181938,2007174
AS159121,10,55,8181958,2007176
AS159122,6,51,8181978,2007178
AS159123,12,61,8181998,2007180
AS159124,5,52,8182018,2007182
AS159125,9,67,8182038,2007184
AS159126,9,69,8182058,2007186
AS159127,9,68,8182078,2007188
AS159128,11,56,8182098,2007190
AS159129,5,40,8182118,2007192
AS159130,9,54,8182138,2007194
AS159131,5,54,8182158,2007196
AS159132,8,67,8182178,2007198
AS159133,13,40,8182198,2007200
AS159134,13,55,8182218,2007202
AS159135,7,64,8182238,2007204
AS159136,8,70,8182258,2007206
AS159137,10,40,8182278,2007208
AS159138,7,56,8182298,2007210
AS159139,14,69,8182318,2007212
AS159140,7,65,8182338,2007214
AS159141,11,64,8182358,2007216
AS159142,10,47,8182378,2007218
AS159143,13,66,8182398,2007220
AS159144,14,56,8182418,2007222
AS159145,8,65,8182438,2007224
AS159146,9,45,8182458,2007226
AS159147,6,64,8182478,2007228
AS159148,5,65,8182498,2007230
AS159149,11,49,8182518,2007232
AS159150,14,66,8182538,2007234
AS159151,13,60,8182558,2007236
AS159152,6,44,8182578,2007238
AS159153,5,70,8182598,2007240
AS159154,5,62,8182618,2007242
AS159155,8,65,8182638,2007244
AS159156,6,52,8182658,2007246
AS159157,12,69,8182678,2007248
AS159158,7,43,8182698,2007250
AS159159,6,50,8182718,2007252
AS159160,7,41,8182738,2007254
AS159161,9,57,8182758,2007256
AS159162,12,43,8182778,2007258
AS159163,10,47,8182798,2007260
AS159164,9,55,8182818,2007262
AS159165,5,45,8182838,2007264
AS159166,11,42,8182858,2007266
AS159167,11,42,8182878,2007268
AS159168,9,43,8182898,2007270
AS159169,13,67,8182918,2007272
AS159170,6,40,8182938,2007274
AS159171,6,67,8182958,2007276
AS159172,7,63,8182978,2007278
AS159173,8,41,8182998,2007280
AS159174,5,42,8183018,2007282
AS159175,9,57,8183038,2007284
AS159176,12,59,8183058,2007286
AS159177,11,52,8183078,2007288
AS159178,5,44,8183098,2007290
AS159179,14,47,8183118,2007292
AS159180,12,65,8183138,2007294
AS159181,13,48,8183158,2007296
AS159182,11,49,8183178,2007298
AS159183,8,43,8183198,2007300
AS159184,10,50,8183218,2007302
AS159185,14,56,8183238,2007304
AS159186,12,48,8183258,2007306
AS159187,12,64,8183278,2007308
AS159188,12,62,8183298,2007310
AS159189,12,50,8183318,2007312
AS159190,7,41,8183338,2007314
AS159191,5,49,8183358,2007316
AS159192,11,44,8183378,2007318
AS159193,8,43,8183398,2007320
AS159194,9,51,8183418,2007322
AS159195,11,43,8183438,2007324
AS159196,11,67,8183458,2007326
AS159197,8,65,8183478,2007328
AS159198,6,48,8183498,2007330
AS159199,9,44,8183518,2007332
AS159200,12,51,8183538,2007334
AS159201,9,64,8183558,2007336
AS159202,10,48,8183578,2007338
AS159203,13,43,8183598,2007340
AS159204,10,59,8183618,2007342
AS159205,6,68,8183638,2007344
AS159206,10,49,8183658,2007346
AS159207,12,47,8183678,2007348
AS159208,7,46,8183698,2007350
AS159209,11,48,8183718,2007352
AS159210,7,56,8183738,2007354
AS159211,7,62,8183758,2007356
AS159212,7,65,8183778,2007358
AS159213,7,54,8183798,2007360
AS159214,5,61,8183818,2007362
AS159215,11,62,8183838,2007364
AS159216,9,62,8183858,2007366
AS159217,7,67,8183878,2007368
AS159218,10,40,8183898,2007370
AS159219,7,45,8183918,2007372
AS159220,10,53,8183938,2007374
AS159221,8,60,8183958,2007376
AS159222,14,47,8183978,2007378
AS159223,5,40,8183998,2007380
AS159224,9,50,8184018,2007382
AS159225,6,46,8184038,2007384
AS159226,7,63,8184058,2007386
AS159227,6,61,8184078,2007388
AS159228,13,41,8184098,2007390
AS159229,9,49,8184118,2007392
AS159230,11,41,8184138,2007394
AS159231,13,69,8184158,2007396
AS159232,8,63,8184178,2007398
AS159233,11,54,8184198,2007400
AS159234,8,66,8184218,2007402
AS159235,10,69,8184238,2007404
AS159236,6,47,8184258,2007406
AS159237,13,65,8184278,2007408
AS159238,13,66,8184298,2007410
AS159239,8,61,8184318,2007412
AS159240,7,54,8184338,2007414
AS159241,9,54,8184358,2007416
AS159242,13,51,8184378,2007418
AS159243,7,70,8184398,2007420
AS159244,7,63,8184418,2007422
AS159245,13,41,8184438,2007424
AS159246,9,70,8184458,2007426
AS159247,11,68,8184478,2007428
AS159248,8,45,8184498,2007430
AS159249,11,68,8184518,2007432
AS159250,12,48,8184538,2007434
AS159251,12,56,8184558,2007436
AS159252,8,70,8184578,2007438
AS159253,5,45,8184598,2007440
AS159254,10,55,8184618,2007442
AS159255,11,69,8184638,2007444
AS159256,11,46,8184658,2007446
AS159257,9,65,8184678,2007448
AS159258,10,47,8184698,2007450
AS159259,10,49,8184718,2007452
AS159260,9,41,8184738,2007454
AS159261,14,64,8184758,2007456
AS159262,13,41,8184778,2007458
AS159263,11,51,8184798,2007460
AS159264,12,67,8184818,2007462
AS159265,9,70,8184838,2007464
AS159266,14,63,8184858,2007466
AS159267,8,62,8184878,2007468
AS159268,9,48,8184898,2007470
AS159269,5,40,8184918,2007472
AS159270,14,62,8184938,2007474
AS159271,10,52,8184958,2007476
AS159272,6,56,8184978,2007478
AS159273,11,64,8184998,2007480
AS159274,5,50,8185018,2007482
AS159275,8,49,8185038,2007484
AS159276,10,68,8185058,2007486
AS159277,7,51,8185078,2007488
AS159278,11,64,8185098,2007490
AS159279,9,56,8185118,2007492
AS159280,8,40,8185138,2007494
AS159281,5,41,8185158,2007496
AS159282,6,58,8185178,2007498
AS159283,7,53,8185198,2007500
AS159284,8,49,8185218,2007502
AS159285,13,68,8185238,2007504
AS159286,11,56,8185258,2007506
AS159287,5,62,8185278,2007508
AS159288,5,64,8185298,2007510
AS159289,14,63,8185318,2007512
AS159290,10,70,8185338,2007514
AS159291,8,40,8185358,2007516
AS159292,12,52,8185378,2007518
AS159293,14,70,8185398,2007520
AS159294,14,43,8185418,2007522
AS159295,9,59,8185438,2007524
AS159296,8,52,8185458,2007526
AS159297,14,46,8185478,2007528
AS159298,7,60,8185498,2007530
AS159299,12,49,8185518,2007532
AS159300,5,65,8185538,2007534
AS159301,14,62,8185558,2007536
AS159302,10,50,8185578,2007538
AS159303,6,62,8185598,2007540
AS159304,6,59,8185618,2007542
AS159305,9,43,8185638,2007544
AS159306,8,68,8185658,2007546
AS159307,14,41,8185678,2007548
AS159308,10,67,8185698,2007550
AS159309,7,60,8185718,2007552
