cartNumber,created,AccountNumber
384420,2019-01-08,10073894
384425,2019-01-16,10073895
384430,2020-02-02,10073896
384435,2019-11-23,10073897
384440,2019-07-15,10073898
384445,2019-05-25,10073899
384450,2019-09-09,10073900
384455,2019-10-20,10073901
384460,2019-10-27,10073902
384465,2020-02-13,10073903
384470,2019-07-15,10073904
384475,2019-02-05,10073905
384480,2019-12-06,10073906
384485,2019-01-16,10073907
384490,2019-07-11,10073908
384495,2019-03-29,10073909
384500,2019-02-13,10073910
384505,2020-01-30,10073911
384510,2019-04-28,10073912
384515,2019-09-10,10073913
384520,2019-09-26,10073914
384525,2019-01-18,10073915
384530,2019-12-13,10073916
384535,2019-12-09,10073917
384540,2019-08-16,10073918
384545,2019-05-16,10073919
384550,2019-02-19,10073920
384555,2019-06-28,10073921
384560,2019-05-28,10073922
384565,2019-02-19,10073923
384570,2019-02-05,10073924
384575,2019-07-01,10073925
384580,2019-01-17,10073926
384585,2019-05-31,10073927
384590,2019-09-23,10073928
384595,2019-10-03,10073929
384600,2019-11-10,10073930
384605,2020-01-10,10073931
384610,2019-06-30,10073932
384615,2019-11-10,10073933
384620,2019-04-18,10073934
384625,2019-11-14,10073935
384630,2019-07-07,10073936
384635,2019-12-22,10073937
384640,2019-05-23,10073938
384645,2019-05-29,10073939
384650,2019-09-20,10073940
384655,2019-01-11,10073941
384660,2019-02-27,10073942
384665,2019-03-11,10073943
384670,2019-04-09,10073944
384675,2019-10-04,10073945
384680,2019-06-13,10073946
384685,2019-02-18,10073947
384690,2019-04-18,10073948
384695,2019-03-23,10073949
384700,2019-02-12,10073950
384705,2019-02-12,10073951
384710,2019-07-15,10073952
384715,2019-08-14,10073953
384720,2019-12-26,10073954
384725,2019-07-11,10073955
384730,2019-05-06,10073956
384735,2020-01-16,10073957
384740,2019-02-26,10073958
384745,2020-01-17,10073959
384750,2019-06-05,10073960
384755,2019-07-10,10073961
384760,2020-01-11,10073962
384765,2020-02-14,10073963
384770,2019-07-13,10073964
384775,2019-10-25,10073965
384780,2019-01-03,10073966
384785,2019-04-23,10073967
384790,2019-09-30,10073968
384795,2020-02-04,10073969
384800,2019-03-19,10073970
384805,2019-04-13,10073971
384810,2019-01-26,10073972
384815,2019-09-22,10073973
384820,2019-05-31,10073974
384825,2019-01-21,10073975
384830,2019-09-17,10073976
384835,2019-12-02,10073977
384840,2019-11-21,10073978
384845,2019-03-22,10073979
384850,2019-04-09,10073980
384855,2019-04-24,10073981
384860,2019-01-31,10073982
384865,2019-12-30,10073983
384870,2019-05-01,10073984
384875,2019-07-01,10073985
384880,2019-02-01,10073986
384885,2019-12-29,10073987
384890,2019-03-17,10073988
384895,2019-10-17,10073989
384900,2019-03-21,10073990
384905,2019-10-26,10073991
384910,2019-06-05,10073992
384915,2019-06-24,10073993
384920,2019-08-09,10073994
384925,2019-06-15,10073995
384930,2019-04-29,10073996
384935,2019-12-29,10073997
384940,2019-09-08,10073998
384945,2019-05-18,10073999
384950,2019-07-30,10074000
384955,2019-10-22,10074001
384960,2019-06-18,10074002
384965,2019-03-17,10074003
384970,2019-02-05,10074004
384975,2019-10-02,10074005
384980,2019-05-08,10074006
384985,2019-03-05,10074007
384990,2020-01-28,10074008
384995,2019-11-22,10074009
385000,2019-07-08,10074010
385005,2019-08-13,10074011
385010,2019-09-18,10074012
385015,2019-03-31,10074013
385020,2019-08-22,10074014
385025,2019-03-23,10074015
385030,2019-10-28,10074016
385035,2020-02-06,10074017
385040,2019-06-19,10074018
385045,2019-03-09,10074019
385050,2019-12-11,10074020
385055,2019-12-10,10074021
385060,2020-01-02,10074022
385065,2019-08-07,10074023
385070,2019-04-19,10074024
385075,2019-12-21,10074025
385080,2019-02-21,10074026
385085,2019-07-09,10074027
385090,2019-09-15,10074028
385095,2019-09-13,10074029
385100,2019-07-23,10074030
385105,2019-02-23,10074031
385110,2019-05-12,10074032
385115,2019-04-02,10074033
385120,2019-12-12,10074034
385125,2019-05-07,10074035
385130,2019-03-14,10074036
385135,2019-02-04,10074037
385140,2019-11-08,10074038
385145,2019-04-18,10074039
385150,2019-08-09,10074040
385155,2019-11-23,10074041
385160,2019-09-01,10074042
385165,2019-02-27,10074043
385170,2019-04-04,10074044
385175,2020-01-29,10074045
385180,2019-10-07,10074046
385185,2020-01-31,10074047
385190,2019-12-28,10074048
385195,2019-09-14,10074049
385200,2019-05-31,10074050
385205,2019-02-24,10074051
385210,2019-07-17,10074052
385215,2019-06-22,10074053
385220,2019-07-01,10074054
385225,2019-04-03,10074055
385230,2019-12-26,10074056
385235,2019-12-21,10074057
385240,2019-12-23,10074058
385245,2020-01-30,10074059
385250,2019-08-04,10074060
385255,2019-08-04,10074061
385260,2019-01-26,10074062
385265,2019-04-02,10074063
385270,2019-03-02,10074064
385275,2019-09-14,10074065
385280,2019-02-22,10074066
385285,2019-05-30,10074067
385290,2019-12-04,10074068
385295,2019-02-14,10074069
385300,2019-03-05,10074070
385305,2020-01-19,10074071
385310,2019-06-11,10074072
385315,2019-12-07,10074073
385320,2019-08-12,10074074
385325,2019-02-14,10074075
385330,2020-01-20,10074076
385335,2019-06-05,10074077
385340,2019-03-14,10074078
385345,2020-01-10,10074079
385350,2019-06-11,10074080
385355,2019-01-26,10074081
385360,2019-05-15,10074082
385365,2019-10-23,10074083
385370,2019-09-05,10074084
385375,2019-09-21,10074085
385380,2020-01-07,10074086
385385,2020-01-16,10074087
385390,2019-12-29,10074088
385395,2019-02-01,10074089
385400,2019-04-09,10074090
385405,2019-08-20,10074091
385410,2019-10-06,10074092
385415,2019-02-12,10074093
385420,2019-01-01,10074094
385425,2019-07-09,10074095
385430,2019-05-07,10074096
385435,2019-03-11,10074097
385440,2019-11-30,10074098
385445,2019-08-08,10074099
385450,2019-05-16,10074100
385455,2020-02-01,10074101
385460,2019-11-13,10074102
385465,2019-06-30,10074103
385470,2019-02-27,10074104
385475,2019-03-11,10074105
385480,2019-12-20,10074106
385485,2019-06-12,10074107
385490,2019-01-27,10074108
385495,2019-02-15,10074109
385500,2019-10-17,10074110
385505,2019-12-26,10074111
385510,2019-07-01,10074112
385515,2019-09-21,10074113
385520,2019-10-03,10074114
385525,2020-02-05,10074115
385530,2019-12-24,10074116
385535,2020-02-07,10074117
385540,2019-08-31,10074118
385545,2019-11-02,10074119
385550,2019-11-15,10074120
385555,2019-02-21,10074121
385560,2019-07-06,10074122
385565,2019-06-02,10074123
385570,2019-05-11,10074124
385575,2019-07-03,10074125
385580,2019-06-06,10074126
385585,2020-01-07,10074127
385590,2020-02-04,10074128
385595,2019-03-10,10074129
385600,2020-01-18,10074130
385605,2019-05-05,10074131
385610,2019-10-24,10074132
385615,2019-10-27,10074133
385620,2019-07-19,10074134
385625,2019-04-26,10074135
385630,2019-01-14,10074136
385635,2019-09-29,10074137
385640,2019-08-07,10074138
385645,2019-10-29,10074139
385650,2019-12-14,10074140
385655,2019-08-10,10074141
385660,2019-02-10,10074142
385665,2019-01-02,10074143
385670,2019-09-11,10074144
385675,2019-12-22,10074145
385680,2019-05-14,10074146
385685,2019-01-02,10074147
385690,2019-05-07,10074148
385695,2019-01-13,10074149
385700,2020-02-07,10074150
385705,2020-01-20,10074151
385710,2020-01-10,10074152
385715,2019-05-09,10074153
385720,2020-02-08,10074154
385725,2019-05-07,10074155
385730,2019-05-29,10074156
385735,2019-02-26,10074157
385740,2019-03-10,10074158
385745,2019-07-21,10074159
385750,2019-05-20,10074160
385755,2019-12-30,10074161
385760,2019-10-19,10074162
385765,2020-01-22,10074163
385770,2019-10-02,10074164
385775,2019-07-02,10074165
385780,2019-01-01,10074166
385785,2019-07-17,10074167
385790,2019-11-27,10074168
385795,2019-09-27,10074169
385800,2019-11-08,10074170
385805,2019-07-01,10074171
385810,2019-09-11,10074172
385815,2019-03-18,10074173
385820,2019-06-15,10074174
385825,2019-01-30,10074175
385830,2019-05-26,10074176
385835,2019-05-02,10074177
385840,2019-08-04,10074178
385845,2020-01-09,10074179
385850,2019-11-02,10074180
385855,2019-11-13,10074181
385860,2019-04-30,10074182
385865,2019-04-24,10074183
385870,2019-04-22,10074184
385875,2019-03-27,10074185
385880,2019-05-31,10074186
385885,2019-08-19,10074187
385890,2019-11-02,10074188
385895,2019-12-30,10074189
385900,2019-04-13,10074190
385905,2019-05-17,10074191
385910,2019-04-18,10074192
385915,2019-12-24,10074193
385920,2019-03-27,10074194
385925,2019-11-27,10074195
385930,2019-05-12,10074196
385935,2020-02-12,10074197
385940,2019-08-06,10074198
385945,2019-12-03,10074199
385950,2019-06-29,10074200
385955,2020-01-15,10074201
385960,2019-01-05,10074202
385965,2019-07-15,10074203
385970,2019-03-11,10074204
385975,2019-01-03,10074205
385980,2019-10-13,10074206
385985,2019-02-03,10074207
385990,2019-05-30,10074208
385995,2019-12-05,10074209
386000,2019-04-21,10074210
386005,2019-05-08,10074211
386010,2019-07-31,10074212
386015,2019-08-25,10074213
386020,2019-08-28,10074214
386025,2019-11-24,10074215
386030,2019-10-19,10074216
386035,2019-04-04,10074217
386040,2019-12-16,10074218
386045,2019-05-04,10074219
386050,2020-01-08,10074220
386055,2019-11-06,10074221
386060,2019-01-09,10074222
386065,2020-01-28,10074223
386070,2019-11-18,10074224
386075,2019-06-27,10074225
386080,2019-03-06,10074226
386085,2019-02-19,10074227
386090,2019-06-09,10074228
386095,2019-07-11,10074229
386100,2019-02-25,10074230
386105,2019-02-18,10074231
386110,2019-03-13,10074232
386115,2019-02-15,10074233
386120,2019-07-27,10074234
386125,2019-03-07,10074235
386130,2019-09-01,10074236
386135,2019-03-18,10074237
386140,2019-09-14,10074238
386145,2019-04-10,10074239
386150,2019-05-07,10074240
386155,2020-01-11,10074241
386160,2019-09-08,10074242
386165,2019-01-10,10074243
386170,2019-07-29,10074244
386175,2019-01-17,10074245
386180,2019-02-08,10074246
386185,2019-08-27,10074247
386190,2019-11-03,10074248
386195,2019-05-01,10074249
386200,2019-11-18,10074250
386205,2019-12-23,10074251
386210,2019-09-13,10074252
386215,2019-05-26,10074253
386220,2019-02-14,10074254
386225,2019-08-28,10074255
386230,2020-02-01,10074256
386235,2019-02-04,10074257
386240,2019-02-12,10074258
386245,2019-08-11,10074259
386250,2019-05-05,10074260
386255,2019-07-08,10074261
386260,2019-04-01,10074262
386265,2019-06-06,10074263
386270,2019-06-28,10074264
386275,2019-10-24,10074265
386280,2019-12-14,10074266
386285,2019-08-05,10074267
386290,2019-07-30,10074268
386295,2019-12-01,10074269
386300,2019-05-28,10074270
386305,2019-09-19,10074271
386310,2019-08-19,10074272
386315,2019-01-30,10074273
386320,2019-12-23,10074274
386325,2020-02-03,10074275
386330,2019-08-09,10074276
386335,2019-07-24,10074277
386340,2020-01-28,10074278
386345,2019-01-05,10074279
386350,2019-09-13,10074280
386355,2019-02-23,10074281
386360,2019-02-23,10074282
386365,2019-05-08,10074283
386370,2020-01-09,10074284
386375,2019-12-13,10074285
386380,2020-01-27,10074286
386385,2019-04-01,10074287
386390,2019-04-19,10074288
386395,2019-07-07,10074289
386400,2019-02-18,10074290
386405,2019-01-02,10074291
386410,2019-05-16,10074292
386415,2019-06-15,10074293
386420,2019-02-09,10074294
386425,2019-03-07,10074295
386430,2019-10-24,10074296
386435,2019-11-04,10074297
386440,2019-02-19,10074298
386445,2019-03-05,10074299
386450,2019-06-24,10074300
386455,2019-03-06,10074301
386460,2019-01-20,10074302
386465,2020-01-20,10074303
386470,2019-09-14,10074304
386475,2019-09-06,10074305
386480,2019-01-21,10074306
386485,2020-02-06,10074307
386490,2019-09-01,10074308
386495,2019-12-17,10074309
386500,2019-12-25,10074310
386505,2019-02-02,10074311
386510,2020-01-30,10074312
386515,2019-10-13,10074313
386520,2019-09-23,10074314
386525,2020-02-08,10074315
386530,2019-02-04,10074316
386535,2019-08-23,10074317
386540,2019-12-18,10074318
386545,2019-01-11,10074319
386550,2019-11-07,10074320
386555,2019-11-12,10074321
386560,2019-08-19,10074322
386565,2019-02-02,10074323
386570,2020-02-04,10074324
386575,2019-05-04,10074325
386580,2019-08-26,10074326
386585,2019-03-18,10074327
386590,2019-09-14,10074328
386595,2019-11-17,10074329
386600,2020-02-15,10074330
386605,2019-08-07,10074331
386610,2019-12-01,10074332
386615,2019-03-27,10074333
386620,2019-08-06,10074334
386625,2019-01-07,10074335
386630,2020-01-02,10074336
386635,2019-06-19,10074337
386640,2019-09-11,10074338
386645,2019-01-16,10074339
386650,2019-07-28,10074340
386655,2019-11-27,10074341
386660,2019-09-08,10074342
386665,2019-09-24,10074343
386670,2019-03-20,10074344
386675,2019-03-09,10074345
386680,2019-12-16,10074346
386685,2019-09-07,10074347
386690,2019-07-10,10074348
386695,2019-12-06,10074349
386700,2019-08-09,10074350
386705,2019-02-26,10074351
386710,2019-06-05,10074352
386715,2019-12-14,10074353
386720,2019-09-09,10074354
386725,2019-11-22,10074355
386730,2019-03-12,10074356
386735,2019-01-03,10074357
386740,2020-01-27,10074358
386745,2019-04-03,10074359
386750,2019-02-01,10074360
386755,2019-10-18,10074361
386760,2020-01-09,10074362
386765,2019-11-08,10074363
386770,2020-01-18,10074364
386775,2019-06-25,10074365
386780,2019-05-19,10074366
386785,2019-06-10,10074367
386790,2019-01-16,10074368
386795,2019-07-18,10074369
386800,2019-02-10,10074370
386805,2019-05-27,10074371
386810,2019-04-05,10074372
386815,2019-08-20,10074373
386820,2019-03-25,10074374
386825,2019-01-15,10074375
386830,2019-11-30,10074376
386835,2019-02-07,10074377
386840,2019-05-23,10074378
386845,2019-04-05,10074379
386850,2020-01-08,10074380
386855,2019-07-29,10074381
386860,2019-11-20,10074382
386865,2019-03-01,10074383
386870,2019-07-19,10074384
386875,2019-07-23,10074385
386880,2019-09-03,10074386
386885,2019-10-25,10074387
386890,2019-10-11,10074388
386895,2019-11-29,10074389
386900,2019-07-05,10074390
386905,2019-10-25,10074391
386910,2019-11-07,10074392
386915,2019-04-15,10074393
386920,2019-10-16,10074394
386925,2019-03-11,10074395
386930,2019-08-09,10074396
386935,2019-10-13,10074397
386940,2019-02-08,10074398
386945,2019-04-30,10074399
386950,2019-01-30,10074400
386955,2019-12-26,10074401
386960,2019-04-13,10074402
386965,2019-05-18,10074403
386970,2019-09-06,10074404
386975,2019-11-23,10074405
386980,2019-03-12,10074406
386985,2019-03-21,10074407
386990,2019-10-09,10074408
386995,2019-03-17,10074409
387000,2019-02-03,10074410
387005,2019-11-23,10074411
387010,2019-03-30,10074412
387015,2019-06-24,10074413
387020,2019-03-01,10074414
387025,2019-12-26,10074415
387030,2019-03-18,10074416
387035,2019-12-21,10074417
387040,2019-06-29,10074418
387045,2019-06-19,10074419
387050,2019-02-07,10074420
387055,2019-01-10,10074421
387060,2019-11-15,10074422
387065,2019-06-06,10074423
387070,2019-05-13,10074424
387075,2019-01-27,10074425
387080,2019-02-20,10074426
387085,2019-07-29,10074427
387090,2019-04-18,10074428
387095,2019-04-08,10074429
387100,2019-02-14,10074430
387105,2019-06-19,10074431
387110,2019-03-03,10074432
387115,2019-06-11,10074433
387120,2019-06-25,10074434
387125,2020-01-24,10074435
387130,2019-03-14,10074436
387135,2019-11-10,10074437
387140,2019-03-20,10074438
387145,2019-08-17,10074439
387150,2019-10-09,10074440
387155,2019-12-30,10074441
387160,2019-03-02,10074442
387165,2019-10-10,10074443
387170,2020-01-13,10074444
387175,2019-06-29,10074445
387180,2019-03-24,10074446
387185,2020-02-08,10074447
387190,2019-01-09,10074448
387195,2019-11-05,10074449
387200,2019-09-29,10074450
387205,2019-12-16,10074451
387210,2019-08-16,10074452
387215,2019-04-21,10074453
387220,2019-09-30,10074454
387225,2019-03-09,10074455
387230,2019-04-10,10074456
387235,2019-01-09,10074457
387240,2019-04-25,10074458
387245,2019-11-21,10074459
387250,2019-02-28,10074460
387255,2019-05-21,10074461
387260,2019-06-28,10074462
387265,2019-12-04,10074463
387270,2019-02-18,10074464
387275,2019-03-05,10074465
387280,2019-01-28,10074466
387285,2019-06-13,10074467
387290,2019-02-25,10074468
387295,2019-10-06,10074469
387300,2019-01-12,10074470
387305,2019-05-17,10074471
387310,2019-02-22,10074472
387315,2019-12-01,10074473
387320,2019-09-01,10074474
387325,2019-11-07,10074475
387330,2019-09-28,10074476
387335,2019-01-26,10074477
387340,2019-04-19,10074478
387345,2019-11-14,10074479
387350,2019-07-17,10074480
387355,2019-05-30,10074481
387360,2019-05-29,10074482
387365,2019-08-04,10074483
387370,2019-06-05,10074484
387375,2019-11-05,10074485
387380,2019-02-16,10074486
387385,2019-06-17,10074487
387390,2019-10-16,10074488
387395,2019-12-15,10074489
387400,2020-01-22,10074490
387405,2019-06-06,10074491
387410,2019-01-25,10074492
387415,2019-11-08,10074493
387420,2020-01-11,10074494
387425,2019-03-25,10074495
387430,2019-03-05,10074496
387435,2019-05-14,10074497
387440,2019-08-07,10074498
387445,2020-01-08,10074499
387450,2019-12-20,10074500
387455,2019-08-31,10074501
387460,2019-05-09,10074502
387465,2019-07-27,10074503
387470,2019-10-08,10074504
387475,2019-01-28,10074505
387480,2019-11-02,10074506
387485,2019-09-25,10074507
387490,2019-01-19,10074508
387495,2019-01-20,10074509
387500,2019-12-13,10074510
387505,2019-04-05,10074511
387510,2019-08-12,10074512
387515,2020-02-13,10074513
387520,2020-02-03,10074514
387525,2020-01-07,10074515
387530,2019-04-12,10074516
387535,2020-01-08,10074517
387540,2019-10-16,10074518
387545,2019-09-25,10074519
387550,2019-05-28,10074520
387555,2019-02-26,10074521
387560,2020-01-17,10074522
387565,2019-07-02,10074523
387570,2019-07-19,10074524
387575,2019-07-31,10074525
387580,2019-02-23,10074526
387585,2019-09-20,10074527
387590,2019-01-10,10074528
387595,2019-01-19,10074529
387600,2020-01-28,10074530
387605,2019-12-03,10074531
387610,2020-01-12,10074532
387615,2019-09-22,10074533
387620,2019-10-31,10074534
387625,2019-08-10,10074535
387630,2019-11-09,10074536
387635,2019-02-09,10074537
387640,2019-11-29,10074538
387645,2019-06-14,10074539
387650,2019-03-29,10074540
387655,2020-02-09,10074541
387660,2019-02-03,10074542
387665,2019-05-23,10074543
387670,2019-12-14,10074544
387675,2019-05-05,10074545
387680,2019-07-12,10074546
387685,2019-12-11,10074547
387690,2019-04-08,10074548
387695,2019-01-28,10074549
387700,2019-02-26,10074550
387705,2019-11-07,10074551
387710,2019-06-23,10074552
387715,2019-12-22,10074553
387720,2020-01-12,10074554
387725,2019-09-17,10074555
387730,2019-08-08,10074556
387735,2019-01-04,10074557
387740,2019-03-27,10074558
387745,2019-06-22,10074559
387750,2020-01-01,10074560
387755,2019-06-23,10074561
387760,2020-01-10,10074562
387765,2019-05-02,10074563
387770,2019-02-09,10074564
387775,2019-10-15,10074565
387780,2019-01-15,10074566
387785,2019-07-21,10074567
387790,2019-03-04,10074568
387795,2019-01-31,10074569
387800,2020-01-26,10074570
387805,2019-03-08,10074571
387810,2019-10-14,10074572
387815,2019-02-20,10074573
387820,2019-07-25,10074574
387825,2019-05-24,10074575
387830,2019-06-14,10074576
387835,2019-11-03,10074577
387840,2019-03-10,10074578
387845,2019-06-07,10074579
387850,2019-06-05,10074580
387855,2019-06-11,10074581
387860,2019-11-28,10074582
387865,2019-09-26,10074583
387870,2019-08-16,10074584
387875,2019-10-29,10074585
387880,2020-01-21,10074586
387885,2019-09-30,10074587
387890,2019-04-04,10074588
387895,2019-08-09,10074589
387900,2019-10-04,10074590
387905,2020-01-19,10074591
387910,2019-10-10,10074592
387915,2019-04-28,10074593
387920,2020-02-11,10074594
387925,2019-01-27,10074595
387930,2019-10-14,10074596
387935,2019-02-20,10074597
387940,2019-12-07,10074598
387945,2019-10-05,10074599
387950,2019-12-01,10074600
387955,2019-10-12,10074601
387960,2019-09-28,10074602
387965,2019-03-27,10074603
387970,2019-03-03,10074604
387975,2019-08-24,10074605
387980,2019-12-03,10074606
387985,2019-05-23,10074607
387990,2019-10-24,10074608
387995,2019-12-05,10074609
388000,2020-01-05,10074610
388005,2019-05-05,10074611
388010,2019-01-25,10074612
388015,2019-11-21,10074613
388020,2019-01-15,10074614
388025,2019-05-14,10074615
388030,2019-11-26,10074616
388035,2019-08-23,10074617
388040,2019-12-11,10074618
388045,2019-09-08,10074619
388050,2019-06-27,10074620
388055,2020-01-13,10074621
388060,2019-12-02,10074622
388065,2019-04-25,10074623
388070,2019-07-27,10074624
388075,2019-09-03,10074625
388080,2019-02-13,10074626
388085,2019-08-27,10074627
388090,2019-09-11,10074628
388095,2019-05-22,10074629
388100,2019-05-28,10074630
388105,2019-05-21,10074631
388110,2019-01-23,10074632
388115,2019-12-19,10074633
388120,2019-11-23,10074634
388125,2020-02-07,10074635
388130,2019-12-29,10074636
388135,2019-12-29,10074637
388140,2019-02-17,10074638
388145,2019-01-10,10074639
388150,2019-02-26,10074640
388155,2019-05-13,10074641
388160,2019-02-15,10074642
388165,2019-06-08,10074643
388170,2019-11-03,10074644
388175,2019-01-30,10074645
388180,2019-02-19,10074646
388185,2019-06-02,10074647
388190,2019-02-26,10074648
388195,2019-01-18,10074649
388200,2019-12-11,10074650
388205,2019-12-19,10074651
388210,2019-03-07,10074652
388215,2019-06-17,10074653
388220,2019-10-18,10074654
388225,2019-11-23,10074655
388230,2019-12-03,10074656
388235,2019-02-18,10074657
388240,2019-12-17,10074658
388245,2019-06-03,10074659
388250,2019-09-12,10074660
388255,2019-03-09,10074661
388260,2019-12-06,10074662
388265,2019-04-08,10074663
388270,2019-07-16,10074664
388275,2019-07-07,10074665
388280,2019-10-31,10074666
388285,2019-03-10,10074667
388290,2019-10-24,10074668
388295,2019-12-03,10074669
388300,2019-02-08,10074670
388305,2019-05-27,10074671
388310,2019-10-12,10074672
388315,2019-06-28,10074673
388320,2019-01-24,10074674
388325,2019-05-13,10074675
388330,2019-12-25,10074676
388335,2020-02-03,10074677
388340,2019-03-08,10074678
388345,2019-09-20,10074679
388350,2019-07-02,10074680
388355,2019-08-03,10074681
388360,2019-01-12,10074682
388365,2019-02-24,10074683
388370,2020-01-02,10074684
388375,2019-04-08,10074685
388380,2019-10-12,10074686
388385,2019-05-04,10074687
388390,2019-10-15,10074688
388395,2019-12-27,10074689
388400,2019-09-06,10074690
388405,2019-03-31,10074691
388410,2019-11-03,10074692
388415,2019-05-22,10074693
388420,2019-11-16,10074694
388425,2019-04-20,10074695
388430,2019-07-26,10074696
388435,2019-05-09,10074697
388440,2019-11-10,10074698
388445,2019-07-04,10074699
388450,2019-05-20,10074700
388455,2019-07-13,10074701
388460,2019-11-11,10074702
388465,2019-02-03,10074703
388470,2020-01-18,10074704
388475,2019-09-21,10074705
388480,2019-07-27,10074706
388485,2019-04-07,10074707
388490,2019-06-28,10074708
388495,2020-01-03,10074709
388500,2019-04-14,10074710
388505,2019-03-18,10074711
388510,2019-10-07,10074712
388515,2019-08-29,10074713
388520,2019-10-06,10074714
388525,2019-09-04,10074715
388530,2019-01-21,10074716
388535,2019-03-29,10074717
388540,2020-02-03,10074718
388545,2019-01-08,10074719
388550,2019-12-02,10074720
388555,2019-06-03,10074721
388560,2019-02-18,10074722
388565,2019-11-19,10074723
388570,2019-01-07,10074724
388575,2019-09-05,10074725
388580,2019-01-17,10074726
388585,2019-11-02,10074727
388590,2019-02-25,10074728
388595,2019-08-02,10074729
388600,2019-04-16,10074730
388605,2019-11-11,10074731
388610,2020-01-16,10074732
388615,2019-11-13,10074733
388620,2019-02-19,10074734
388625,2019-11-19,10074735
388630,2019-07-01,10074736
388635,2019-07-02,10074737
388640,2019-09-21,10074738
388645,2019-05-06,10074739
388650,2019-12-19,10074740
388655,2019-05-22,10074741
388660,2019-09-07,10074742
388665,2020-01-22,10074743
388670,2019-12-05,10074744
388675,2019-03-12,10074745
388680,2020-02-12,10074746
388685,2019-04-07,10074747
388690,2019-04-07,10074748
388695,2019-09-25,10074749
388700,2019-06-18,10074750
388705,2019-02-09,10074751
388710,2019-08-26,10074752
388715,2019-05-11,10074753
388720,2019-09-29,10074754
388725,2019-01-26,10074755
388730,2020-01-25,10074756
388735,2019-12-02,10074757
388740,2019-12-11,10074758
388745,2019-02-05,10074759
388750,2020-01-01,10074760
388755,2019-10-08,10074761
388760,2019-12-29,10074762
388765,2019-09-15,10074763
388770,2020-02-14,10074764
388775,2020-02-14,10074765
388780,2019-11-11,10074766
388785,2020-01-25,10074767
388790,2019-12-12,10074768
388795,2019-03-04,10074769
388800,2019-01-16,10074770
388805,2019-09-21,10074771
388810,2019-03-21,10074772
388815,2020-01-26,10074773
388820,2019-11-19,10074774
388825,2019-12-28,10074775
388830,2019-11-17,10074776
388835,2019-04-26,10074777
388840,2019-12-16,10074778
388845,2019-02-21,10074779
388850,2020-01-28,10074780
388855,2019-04-19,10074781
388860,2020-01-20,10074782
388865,2019-03-24,10074783
388870,2019-04-18,10074784
388875,2019-05-28,10074785
388880,2019-03-21,10074786
388885,2019-07-12,10074787
388890,2020-02-04,10074788
388895,2020-01-03,10074789
388900,2019-10-24,10074790
388905,2019-02-16,10074791
388910,2019-10-04,10074792
388915,2019-02-26,10074793
388920,2019-01-13,10074794
388925,2019-12-30,10074795
388930,2019-05-28,10074796
388935,2019-09-25,10074797
388940,2019-09-24,10074798
388945,2019-09-02,10074799
388950,2019-11-02,10074800
388955,2019-08-15,10074801
388960,2019-12-03,10074802
388965,2019-01-18,10074803
388970,2019-07-10,10074804
388975,2019-09-26,10074805
388980,2019-06-16,10074806
388985,2019-08-20,10074807
388990,2019-08-01,10074808
388995,2019-06-27,10074809
389000,2019-11-02,10074810
389005,2019-05-25,10074811
389010,2019-01-13,10074812
389015,2019-07-30,10074813
389020,2019-09-07,10074814
389025,2020-01-19,10074815
389030,2019-11-13,10074816
389035,2019-01-17,10074817
389040,2019-07-18,10074818
389045,2019-04-15,10074819
389050,2019-02-07,10074820
389055,2019-05-30,10074821
389060,2019-05-10,10074822
389065,2019-11-17,10074823
389070,2019-03-13,10074824
389075,2019-05-02,10074825
389080,2019-04-10,10074826
389085,2019-08-18,10074827
389090,2019-03-20,10074828
389095,2019-08-14,10074829
389100,2020-01-12,10074830
389105,2019-09-13,10074831
389110,2019-04-22,10074832
389115,2019-11-06,10074833
389120,2020-01-12,10074834
389125,2019-11-21,10074835
389130,2019-02-21,10074836
389135,2019-05-04,10074837
389140,2019-09-10,10074838
389145,2020-02-12,10074839
389150,2019-12-04,10074840
389155,2019-08-27,10074841
389160,2019-06-30,10074842
389165,2019-03-29,10074843
389170,2019-10-22,10074844
389175,2019-06-15,10074845
389180,2019-04-18,10074846
389185,2019-02-17,10074847
389190,2019-10-24,10074848
389195,2019-09-29,10074849
389200,2020-02-06,10074850
389205,2019-10-11,10074851
389210,2019-04-27,10074852
389215,2019-11-12,10074853
389220,2019-01-21,10074854
389225,2019-03-20,10074855
389230,2019-12-19,10074856
389235,2020-02-11,10074857
389240,2019-04-17,10074858
389245,2019-12-28,10074859
389250,2019-07-16,10074860
389255,2019-08-26,10074861
389260,2020-01-19,10074862
389265,2019-05-07,10074863
389270,2019-10-24,10074864
389275,2019-11-29,10074865
389280,2019-08-03,10074866
389285,2019-05-30,10074867
389290,2019-11-10,10074868
389295,2020-01-23,10074869
389300,2019-01-08,10074870
389305,2019-08-24,10074871
389310,2020-01-03,10074872
389315,2019-01-27,10074873
389320,2019-10-17,10074874
389325,2019-10-07,10074875
389330,2019-11-16,10074876
389335,2019-08-22,10074877
389340,2019-05-30,10074878
389345,2019-10-25,10074879
389350,2019-12-31,10074880
389355,2019-09-18,10074881
389360,2019-05-19,10074882
389365,2019-01-25,10074883
389370,2019-06-07,10074884
389375,2019-04-09,10074885
389380,2019-12-18,10074886
389385,2020-01-16,10074887
389390,2019-03-23,10074888
389395,2019-02-22,10074889
389400,2019-12-28,10074890
389405,2019-06-30,10074891
