TransactionId,PaymentMade,cardDetails,OrderNumber
4332737,2019-10-04,5471472,8236298
4332751,2019-04-11,5471475,8236308
4332765,2019-09-30,5471478,8236318
4332779,2020-02-04,5471481,8236328
4332793,2019-08-04,5471484,8236338
4332807,2019-02-23,5471487,8236348
4332821,2019-01-02,5471490,8236358
4332835,2019-04-12,5471493,8236368
4332849,2019-08-13,5471496,8236378
4332863,2019-05-27,5471499,8236388
4332877,2019-03-28,5471502,8236398
4332891,2019-08-01,5471505,8236408
4332905,2019-12-04,5471508,8236418
4332919,2019-11-13,5471511,8236428
4332933,2019-12-07,5471514,8236438
4332947,2019-08-30,5471517,8236448
4332961,2019-03-24,5471520,8236458
4332975,2019-03-14,5471523,8236468
4332989,2019-08-17,5471526,8236478
4333003,2020-01-05,5471529,8236488
4333017,2019-10-26,5471532,8236498
4333031,2019-08-13,5471535,8236508
4333045,2019-06-10,5471538,8236518
4333059,2019-05-23,5471541,8236528
4333073,2019-10-11,5471544,8236538
4333087,2019-01-31,5471547,8236548
4333101,2019-05-13,5471550,8236558
4333115,2019-12-11,5471553,8236568
4333129,2019-01-01,5471556,8236578
4333143,2020-01-24,5471559,8236588
4333157,2020-01-25,5471562,8236598
4333171,2019-10-30,5471565,8236608
4333185,2019-05-31,5471568,8236618
4333199,2019-03-07,5471571,8236628
4333213,2020-02-28,5471574,8236638
4333227,2019-07-24,5471577,8236648
4333241,2019-09-30,5471580,8236658
4333255,2019-10-24,5471583,8236668
4333269,2019-11-22,5471586,8236678
4333283,2019-05-01,5471589,8236688
4333297,2019-07-11,5471592,8236698
4333311,2020-02-09,5471595,8236708
4333325,2019-04-22,5471598,8236718
4333339,2019-11-16,5471601,8236728
4333353,2019-12-22,5471604,8236738
4333367,2019-04-21,5471607,8236748
4333381,2019-05-07,5471610,8236758
4333395,2019-06-30,5471613,8236768
4333409,2019-08-17,5471616,8236778
4333423,2019-12-30,5471619,8236788
4333437,2019-08-12,5471622,8236798
4333451,2019-09-18,5471625,8236808
4333465,2019-03-23,5471628,8236818
4333479,2019-01-12,5471631,8236828
4333493,2020-02-28,5471634,8236838
4333507,2019-07-20,5471637,8236848
4333521,2019-07-07,5471640,8236858
4333535,2020-01-21,5471643,8236868
4333549,2019-12-08,5471646,8236878
4333563,2019-07-08,5471649,8236888
4333577,2019-05-11,5471652,8236898
4333591,2019-09-21,5471655,8236908
4333605,2019-08-09,5471658,8236918
4333619,2020-01-05,5471661,8236928
4333633,2019-05-01,5471664,8236938
4333647,2019-02-08,5471667,8236948
4333661,2019-09-16,5471670,8236958
4333675,2019-04-25,5471673,8236968
4333689,2019-08-15,5471676,8236978
4333703,2019-02-02,5471679,8236988
4333717,2019-06-07,5471682,8236998
4333731,2019-04-24,5471685,8237008
4333745,2019-11-23,5471688,8237018
4333759,2019-08-13,5471691,8237028
4333773,2019-10-20,5471694,8237038
4333787,2019-08-10,5471697,8237048
4333801,2019-08-31,5471700,8237058
4333815,2019-12-18,5471703,8237068
4333829,2019-10-14,5471706,8237078
4333843,2019-12-17,5471709,8237088
4333857,2019-09-18,5471712,8237098
4333871,2019-04-12,5471715,8237108
4333885,2019-06-15,5471718,8237118
4333899,2019-12-27,5471721,8237128
4333913,2019-01-18,5471724,8237138
4333927,2019-09-04,5471727,8237148
4333941,2019-02-23,5471730,8237158
4333955,2020-01-08,5471733,8237168
4333969,2019-08-27,5471736,8237178
4333983,2019-10-23,5471739,8237188
4333997,2019-11-07,5471742,8237198
4334011,2019-08-04,5471745,8237208
4334025,2019-04-17,5471748,8237218
4334039,2020-01-17,5471751,8237228
4334053,2019-02-08,5471754,8237238
4334067,2019-12-06,5471757,8237248
4334081,2019-03-20,5471760,8237258
4334095,2019-05-21,5471763,8237268
4334109,2019-07-07,5471766,8237278
4334123,2019-10-31,5471769,8237288
4334137,2019-03-31,5471772,8237298
4334151,2019-07-31,5471775,8237308
4334165,2019-02-28,5471778,8237318
4334179,2019-11-17,5471781,8237328
4334193,2020-01-07,5471784,8237338
4334207,2019-10-01,5471787,8237348
4334221,2020-02-21,5471790,8237358
4334235,2019-07-02,5471793,8237368
4334249,2019-06-05,5471796,8237378
4334263,2019-05-03,5471799,8237388
4334277,2019-11-18,5471802,8237398
4334291,2019-09-11,5471805,8237408
4334305,2019-04-16,5471808,8237418
4334319,2020-02-25,5471811,8237428
4334333,2019-11-04,5471814,8237438
4334347,2019-06-30,5471817,8237448
4334361,2019-08-15,5471820,8237458
4334375,2019-01-07,5471823,8237468
4334389,2019-01-02,5471826,8237478
4334403,2019-05-13,5471829,8237488
4334417,2020-02-07,5471832,8237498
4334431,2019-07-03,5471835,8237508
4334445,2020-02-27,5471838,8237518
4334459,2019-11-26,5471841,8237528
4334473,2019-01-23,5471844,8237538
4334487,2019-11-19,5471847,8237548
4334501,2019-05-22,5471850,8237558
4334515,2020-02-28,5471853,8237568
4334529,2019-10-29,5471856,8237578
4334543,2019-04-07,5471859,8237588
4334557,2019-10-10,5471862,8237598
4334571,2019-10-13,5471865,8237608
4334585,2019-12-27,5471868,8237618
4334599,2020-02-27,5471871,8237628
4334613,2020-01-02,5471874,8237638
4334627,2019-05-31,5471877,8237648
4334641,2019-05-28,5471880,8237658
4334655,2019-09-19,5471883,8237668
4334669,2020-01-12,5471886,8237678
4334683,2019-01-23,5471889,8237688
4334697,2019-06-12,5471892,8237698
4334711,2019-01-15,5471895,8237708
4334725,2019-10-30,5471898,8237718
4334739,2019-09-16,5471901,8237728
4334753,2019-11-04,5471904,8237738
4334767,2019-12-13,5471907,8237748
4334781,2019-08-02,5471910,8237758
4334795,2019-12-24,5471913,8237768
4334809,2019-07-10,5471916,8237778
4334823,2019-12-15,5471919,8237788
4334837,2019-08-25,5471922,8237798
4334851,2019-08-21,5471925,8237808
4334865,2019-04-26,5471928,8237818
4334879,2019-01-16,5471931,8237828
4334893,2020-02-19,5471934,8237838
4334907,2019-01-23,5471937,8237848
4334921,2019-08-06,5471940,8237858
4334935,2019-01-14,5471943,8237868
4334949,2019-04-13,5471946,8237878
4334963,2019-09-11,5471949,8237888
4334977,2019-04-17,5471952,8237898
4334991,2019-05-23,5471955,8237908
4335005,2019-11-21,5471958,8237918
4335019,2019-10-05,5471961,8237928
4335033,2019-08-12,5471964,8237938
4335047,2019-04-03,5471967,8237948
4335061,2020-02-14,5471970,8237958
4335075,2019-09-16,5471973,8237968
4335089,2019-03-09,5471976,8237978
4335103,2019-02-11,5471979,8237988
4335117,2020-03-01,5471982,8237998
4335131,2019-11-01,5471985,8238008
4335145,2019-08-22,5471988,8238018
4335159,2019-09-26,5471991,8238028
4335173,2019-01-12,5471994,8238038
4335187,2019-11-06,5471997,8238048
4335201,2019-10-18,5472000,8238058
4335215,2019-03-11,5472003,8238068
4335229,2019-06-10,5472006,8238078
4335243,2019-11-19,5472009,8238088
4335257,2020-02-25,5472012,8238098
4335271,2019-08-17,5472015,8238108
4335285,2020-02-09,5472018,8238118
4335299,2020-02-10,5472021,8238128
4335313,2019-09-24,5472024,8238138
4335327,2019-11-12,5472027,8238148
4335341,2019-01-15,5472030,8238158
4335355,2019-03-19,5472033,8238168
4335369,2019-08-07,5472036,8238178
4335383,2019-04-09,5472039,8238188
4335397,2019-05-10,5472042,8238198
4335411,2019-06-23,5472045,8238208
4335425,2019-03-05,5472048,8238218
4335439,2019-12-17,5472051,8238228
4335453,2019-09-24,5472054,8238238
4335467,2020-02-28,5472057,8238248
4335481,2019-12-11,5472060,8238258
4335495,2019-06-07,5472063,8238268
4335509,2019-04-13,5472066,8238278
4335523,2019-10-31,5472069,8238288
4335537,2019-06-06,5472072,8238298
4335551,2019-03-03,5472075,8238308
4335565,2019-08-05,5472078,8238318
4335579,2019-07-01,5472081,8238328
4335593,2020-02-25,5472084,8238338
4335607,2020-02-29,5472087,8238348
4335621,2019-02-24,5472090,8238358
4335635,2019-02-24,5472093,8238368
4335649,2019-03-16,5472096,8238378
4335663,2019-03-08,5472099,8238388
4335677,2019-02-25,5472102,8238398
4335691,2019-11-02,5472105,8238408
4335705,2020-02-17,5472108,8238418
4335719,2019-05-05,5472111,8238428
4335733,2019-01-09,5472114,8238438
4335747,2019-11-27,5472117,8238448
4335761,2019-06-07,5472120,8238458
4335775,2019-08-11,5472123,8238468
4335789,2019-03-04,5472126,8238478
4335803,2020-02-04,5472129,8238488
4335817,2019-01-29,5472132,8238498
4335831,2019-02-10,5472135,8238508
4335845,2019-01-13,5472138,8238518
4335859,2019-12-27,5472141,8238528
4335873,2020-03-01,5472144,8238538
4335887,2019-05-04,5472147,8238548
4335901,2019-03-09,5472150,8238558
4335915,2019-08-11,5472153,8238568
4335929,2019-01-24,5472156,8238578
4335943,2019-12-25,5472159,8238588
4335957,2020-01-13,5472162,8238598
4335971,2019-02-18,5472165,8238608
4335985,2019-05-31,5472168,8238618
4335999,2020-01-28,5472171,8238628
4336013,2020-01-24,5472174,8238638
4336027,2019-10-04,5472177,8238648
4336041,2019-08-21,5472180,8238658
4336055,2019-10-13,5472183,8238668
4336069,2019-01-04,5472186,8238678
4336083,2020-02-10,5472189,8238688
4336097,2019-03-04,5472192,8238698
4336111,2019-05-27,5472195,8238708
4336125,2019-12-08,5472198,8238718
4336139,2019-06-05,5472201,8238728
4336153,2019-03-24,5472204,8238738
4336167,2020-01-30,5472207,8238748
4336181,2019-12-06,5472210,8238758
4336195,2020-01-18,5472213,8238768
4336209,2019-06-21,5472216,8238778
4336223,2019-09-30,5472219,8238788
4336237,2019-10-16,5472222,8238798
4336251,2019-05-10,5472225,8238808
4336265,2019-03-16,5472228,8238818
4336279,2019-10-07,5472231,8238828
4336293,2019-07-30,5472234,8238838
4336307,2019-04-29,5472237,8238848
4336321,2019-04-15,5472240,8238858
4336335,2019-11-18,5472243,8238868
4336349,2019-10-13,5472246,8238878
4336363,2019-11-15,5472249,8238888
4336377,2020-02-18,5472252,8238898
4336391,2020-01-12,5472255,8238908
4336405,2019-05-27,5472258,8238918
4336419,2019-08-24,5472261,8238928
4336433,2019-06-20,5472264,8238938
4336447,2020-01-26,5472267,8238948
4336461,2019-12-11,5472270,8238958
4336475,2019-03-11,5472273,8238968
4336489,2019-05-24,5472276,8238978
4336503,2019-04-12,5472279,8238988
4336517,2019-05-14,5472282,8238998
4336531,2020-01-30,5472285,8239008
4336545,2019-12-07,5472288,8239018
4336559,2019-01-09,5472291,8239028
4336573,2020-02-11,5472294,8239038
4336587,2019-10-21,5472297,8239048
4336601,2019-02-28,5472300,8239058
4336615,2019-04-05,5472303,8239068
4336629,2020-01-07,5472306,8239078
4336643,2019-09-30,5472309,8239088
4336657,2019-03-08,5472312,8239098
4336671,2019-03-21,5472315,8239108
4336685,2020-02-23,5472318,8239118
4336699,2019-07-11,5472321,8239128
4336713,2019-07-24,5472324,8239138
4336727,2019-04-10,5472327,8239148
4336741,2019-07-14,5472330,8239158
4336755,2019-05-31,5472333,8239168
4336769,2019-08-01,5472336,8239178
4336783,2019-08-23,5472339,8239188
4336797,2020-02-20,5472342,8239198
4336811,2019-10-20,5472345,8239208
4336825,2019-02-06,5472348,8239218
4336839,2019-08-30,5472351,8239228
4336853,2019-11-30,5472354,8239238
4336867,2019-04-14,5472357,8239248
4336881,2019-07-31,5472360,8239258
4336895,2019-02-17,5472363,8239268
4336909,2019-03-24,5472366,8239278
4336923,2019-06-18,5472369,8239288
4336937,2019-07-02,5472372,8239298
4336951,2019-11-04,5472375,8239308
4336965,2020-01-03,5472378,8239318
4336979,2019-12-05,5472381,8239328
4336993,2019-04-18,5472384,8239338
4337007,2020-01-17,5472387,8239348
4337021,2019-01-07,5472390,8239358
4337035,2019-08-02,5472393,8239368
4337049,2019-07-07,5472396,8239378
4337063,2019-12-02,5472399,8239388
4337077,2019-09-08,5472402,8239398
4337091,2019-12-12,5472405,8239408
4337105,2019-02-21,5472408,8239418
4337119,2019-06-27,5472411,8239428
4337133,2019-12-19,5472414,8239438
4337147,2019-02-05,5472417,8239448
4337161,2019-08-10,5472420,8239458
4337175,2019-01-11,5472423,8239468
4337189,2019-03-19,5472426,8239478
4337203,2019-05-29,5472429,8239488
4337217,2019-12-02,5472432,8239498
4337231,2020-01-30,5472435,8239508
4337245,2019-03-13,5472438,8239518
4337259,2019-04-30,5472441,8239528
4337273,2019-05-05,5472444,8239538
4337287,2019-09-16,5472447,8239548
4337301,2020-02-21,5472450,8239558
4337315,2019-12-06,5472453,8239568
4337329,2019-08-10,5472456,8239578
4337343,2019-08-19,5472459,8239588
4337357,2019-05-27,5472462,8239598
4337371,2019-03-28,5472465,8239608
4337385,2020-01-26,5472468,8239618
4337399,2019-09-11,5472471,8239628
4337413,2019-08-23,5472474,8239638
4337427,2019-04-10,5472477,8239648
4337441,2019-04-03,5472480,8239658
4337455,2019-09-14,5472483,8239668
4337469,2019-07-17,5472486,8239678
4337483,2020-01-19,5472489,8239688
4337497,2019-03-06,5472492,8239698
4337511,2019-07-20,5472495,8239708
4337525,2019-08-04,5472498,8239718
4337539,2019-02-28,5472501,8239728
4337553,2019-01-06,5472504,8239738
4337567,2019-12-15,5472507,8239748
4337581,2020-01-24,5472510,8239758
4337595,2019-12-17,5472513,8239768
4337609,2019-08-10,5472516,8239778
4337623,2019-06-11,5472519,8239788
4337637,2019-07-08,5472522,8239798
4337651,2020-01-13,5472525,8239808
4337665,2019-11-18,5472528,8239818
4337679,2020-01-31,5472531,8239828
4337693,2019-07-07,5472534,8239838
4337707,2019-02-16,5472537,8239848
4337721,2019-06-25,5472540,8239858
4337735,2019-10-16,5472543,8239868
4337749,2019-05-15,5472546,8239878
4337763,2019-09-30,5472549,8239888
4337777,2019-02-15,5472552,8239898
4337791,2019-09-19,5472555,8239908
4337805,2019-06-13,5472558,8239918
4337819,2019-07-17,5472561,8239928
4337833,2019-09-16,5472564,8239938
4337847,2019-10-14,5472567,8239948
4337861,2019-01-20,5472570,8239958
4337875,2019-12-15,5472573,8239968
4337889,2019-02-21,5472576,8239978
4337903,2019-03-13,5472579,8239988
4337917,2019-10-16,5472582,8239998
4337931,2019-01-08,5472585,8240008
4337945,2019-12-22,5472588,8240018
4337959,2019-01-01,5472591,8240028
4337973,2019-11-11,5472594,8240038
4337987,2019-04-27,5472597,8240048
4338001,2019-07-12,5472600,8240058
4338015,2019-09-16,5472603,8240068
4338029,2020-01-05,5472606,8240078
4338043,2019-09-20,5472609,8240088
4338057,2019-03-19,5472612,8240098
4338071,2019-09-16,5472615,8240108
4338085,2019-11-21,5472618,8240118
4338099,2019-09-03,5472621,8240128
4338113,2019-01-19,5472624,8240138
4338127,2019-12-25,5472627,8240148
4338141,2019-10-24,5472630,8240158
4338155,2020-02-14,5472633,8240168
4338169,2019-08-02,5472636,8240178
4338183,2019-09-20,5472639,8240188
4338197,2019-09-07,5472642,8240198
4338211,2019-01-31,5472645,8240208
4338225,2019-05-26,5472648,8240218
4338239,2020-01-18,5472651,8240228
4338253,2020-01-06,5472654,8240238
4338267,2019-02-26,5472657,8240248
4338281,2019-05-22,5472660,8240258
4338295,2020-02-05,5472663,8240268
4338309,2019-02-18,5472666,8240278
4338323,2019-03-06,5472669,8240288
4338337,2019-06-22,5472672,8240298
4338351,2019-11-26,5472675,8240308
4338365,2019-09-12,5472678,8240318
4338379,2019-05-20,5472681,8240328
4338393,2020-01-20,5472684,8240338
4338407,2019-10-28,5472687,8240348
4338421,2019-08-18,5472690,8240358
4338435,2019-11-26,5472693,8240368
4338449,2019-05-21,5472696,8240378
4338463,2019-06-09,5472699,8240388
4338477,2019-08-07,5472702,8240398
4338491,2019-06-03,5472705,8240408
4338505,2019-02-15,5472708,8240418
4338519,2019-03-25,5472711,8240428
4338533,2019-07-19,5472714,8240438
4338547,2019-05-09,5472717,8240448
4338561,2019-01-13,5472720,8240458
4338575,2019-04-09,5472723,8240468
4338589,2019-12-28,5472726,8240478
4338603,2019-10-21,5472729,8240488
4338617,2019-03-29,5472732,8240498
4338631,2019-12-26,5472735,8240508
4338645,2019-03-05,5472738,8240518
4338659,2019-12-15,5472741,8240528
4338673,2019-10-23,5472744,8240538
4338687,2019-07-04,5472747,8240548
4338701,2019-04-07,5472750,8240558
4338715,2019-04-13,5472753,8240568
4338729,2019-08-11,5472756,8240578
4338743,2019-01-29,5472759,8240588
4338757,2019-06-24,5472762,8240598
4338771,2019-01-04,5472765,8240608
4338785,2019-04-22,5472768,8240618
4338799,2019-05-23,5472771,8240628
4338813,2019-01-10,5472774,8240638
4338827,2019-09-23,5472777,8240648
4338841,2019-10-04,5472780,8240658
4338855,2019-11-12,5472783,8240668
4338869,2019-04-18,5472786,8240678
4338883,2019-06-17,5472789,8240688
4338897,2020-01-06,5472792,8240698
4338911,2019-01-05,5472795,8240708
4338925,2019-01-17,5472798,8240718
4338939,2019-02-19,5472801,8240728
4338953,2019-09-07,5472804,8240738
4338967,2019-04-26,5472807,8240748
4338981,2019-05-10,5472810,8240758
4338995,2019-04-06,5472813,8240768
4339009,2019-07-22,5472816,8240778
4339023,2019-08-10,5472819,8240788
4339037,2019-06-12,5472822,8240798
4339051,2019-07-02,5472825,8240808
4339065,2019-04-28,5472828,8240818
4339079,2019-03-16,5472831,8240828
4339093,2019-09-20,5472834,8240838
4339107,2019-08-05,5472837,8240848
4339121,2019-07-08,5472840,8240858
4339135,2019-07-08,5472843,8240868
4339149,2019-07-09,5472846,8240878
4339163,2019-06-07,5472849,8240888
4339177,2019-05-29,5472852,8240898
4339191,2019-06-17,5472855,8240908
4339205,2019-05-13,5472858,8240918
4339219,2019-09-18,5472861,8240928
4339233,2019-11-12,5472864,8240938
4339247,2019-07-23,5472867,8240948
4339261,2019-03-13,5472870,8240958
4339275,2019-06-16,5472873,8240968
4339289,2019-06-27,5472876,8240978
4339303,2019-05-10,5472879,8240988
4339317,2019-07-22,5472882,8240998
4339331,2019-04-06,5472885,8241008
4339345,2019-08-11,5472888,8241018
4339359,2019-01-08,5472891,8241028
4339373,2019-03-02,5472894,8241038
4339387,2019-05-10,5472897,8241048
4339401,2019-04-16,5472900,8241058
4339415,2019-05-13,5472903,8241068
4339429,2019-02-24,5472906,8241078
4339443,2019-10-04,5472909,8241088
4339457,2019-12-23,5472912,8241098
4339471,2019-12-21,5472915,8241108
4339485,2020-01-24,5472918,8241118
4339499,2020-01-01,5472921,8241128
4339513,2019-11-13,5472924,8241138
4339527,2019-09-21,5472927,8241148
4339541,2019-08-10,5472930,8241158
4339555,2019-12-04,5472933,8241168
4339569,2019-12-13,5472936,8241178
4339583,2020-01-11,5472939,8241188
4339597,2019-03-16,5472942,8241198
4339611,2019-06-14,5472945,8241208
4339625,2019-08-08,5472948,8241218
4339639,2019-01-26,5472951,8241228
4339653,2019-03-01,5472954,8241238
4339667,2019-09-02,5472957,8241248
4339681,2019-04-20,5472960,8241258
4339695,2020-02-07,5472963,8241268
4339709,2019-11-27,5472966,8241278
4339723,2019-06-03,5472969,8241288
4339737,2019-07-23,5472972,8241298
4339751,2019-11-18,5472975,8241308
4339765,2019-02-04,5472978,8241318
4339779,2019-04-20,5472981,8241328
4339793,2019-06-07,5472984,8241338
4339807,2019-02-26,5472987,8241348
4339821,2020-02-17,5472990,8241358
4339835,2019-09-02,5472993,8241368
4339849,2019-02-05,5472996,8241378
4339863,2019-07-26,5472999,8241388
4339877,2019-06-20,5473002,8241398
4339891,2019-06-08,5473005,8241408
4339905,2019-08-31,5473008,8241418
4339919,2019-12-14,5473011,8241428
4339933,2019-04-23,5473014,8241438
4339947,2019-09-06,5473017,8241448
4339961,2019-09-13,5473020,8241458
4339975,2020-02-14,5473023,8241468
4339989,2019-07-25,5473026,8241478
4340003,2019-09-17,5473029,8241488
4340017,2019-12-26,5473032,8241498
4340031,2020-02-26,5473035,8241508
4340045,2020-01-03,5473038,8241518
4340059,2019-08-30,5473041,8241528
4340073,2019-04-30,5473044,8241538
4340087,2019-07-11,5473047,8241548
4340101,2019-07-21,5473050,8241558
4340115,2019-01-16,5473053,8241568
4340129,2019-11-25,5473056,8241578
4340143,2019-04-19,5473059,8241588
4340157,2019-07-27,5473062,8241598
4340171,2019-02-07,5473065,8241608
4340185,2019-04-26,5473068,8241618
4340199,2019-01-17,5473071,8241628
4340213,2019-07-31,5473074,8241638
4340227,2019-12-01,5473077,8241648
4340241,2019-04-27,5473080,8241658
4340255,2019-03-12,5473083,8241668
4340269,2020-02-26,5473086,8241678
4340283,2019-07-29,5473089,8241688
4340297,2019-01-09,5473092,8241698
4340311,2019-06-26,5473095,8241708
4340325,2019-12-08,5473098,8241718
4340339,2019-07-22,5473101,8241728
4340353,2019-02-24,5473104,8241738
4340367,2019-06-03,5473107,8241748
4340381,2019-10-16,5473110,8241758
4340395,2019-05-06,5473113,8241768
4340409,2019-04-24,5473116,8241778
4340423,2019-10-29,5473119,8241788
4340437,2019-02-17,5473122,8241798
4340451,2019-06-17,5473125,8241808
4340465,2019-05-20,5473128,8241818
4340479,2019-07-05,5473131,8241828
4340493,2020-02-12,5473134,8241838
4340507,2019-04-16,5473137,8241848
4340521,2019-01-13,5473140,8241858
4340535,2019-09-16,5473143,8241868
4340549,2019-04-17,5473146,8241878
4340563,2020-01-03,5473149,8241888
4340577,2019-05-29,5473152,8241898
4340591,2020-01-07,5473155,8241908
4340605,2019-03-13,5473158,8241918
4340619,2019-10-20,5473161,8241928
4340633,2019-04-18,5473164,8241938
4340647,2019-05-09,5473167,8241948
4340661,2019-07-25,5473170,8241958
4340675,2019-10-29,5473173,8241968
4340689,2020-02-22,5473176,8241978
4340703,2019-05-16,5473179,8241988
4340717,2019-11-25,5473182,8241998
4340731,2019-10-28,5473185,8242008
4340745,2019-03-18,5473188,8242018
4340759,2019-11-25,5473191,8242028
4340773,2020-01-29,5473194,8242038
4340787,2019-04-05,5473197,8242048
4340801,2019-02-12,5473200,8242058
4340815,2019-12-28,5473203,8242068
4340829,2019-07-23,5473206,8242078
4340843,2019-10-18,5473209,8242088
4340857,2019-01-23,5473212,8242098
4340871,2019-04-17,5473215,8242108
4340885,2019-01-30,5473218,8242118
4340899,2019-12-26,5473221,8242128
4340913,2019-02-05,5473224,8242138
4340927,2019-01-04,5473227,8242148
4340941,2019-06-01,5473230,8242158
4340955,2019-08-05,5473233,8242168
4340969,2019-10-19,5473236,8242178
4340983,2019-03-15,5473239,8242188
4340997,2020-02-02,5473242,8242198
4341011,2019-07-17,5473245,8242208
4341025,2019-06-06,5473248,8242218
4341039,2019-09-20,5473251,8242228
4341053,2019-08-02,5473254,8242238
4341067,2019-01-21,5473257,8242248
4341081,2019-11-15,5473260,8242258
4341095,2019-12-16,5473263,8242268
4341109,2020-03-01,5473266,8242278
4341123,2020-01-30,5473269,8242288
4341137,2019-11-24,5473272,8242298
4341151,2019-09-23,5473275,8242308
4341165,2019-11-06,5473278,8242318
4341179,2019-10-14,5473281,8242328
4341193,2019-08-25,5473284,8242338
4341207,2019-08-20,5473287,8242348
4341221,2019-05-05,5473290,8242358
4341235,2019-11-29,5473293,8242368
4341249,2019-07-12,5473296,8242378
4341263,2019-01-27,5473299,8242388
4341277,2019-03-19,5473302,8242398
4341291,2019-10-27,5473305,8242408
4341305,2019-03-20,5473308,8242418
4341319,2019-10-28,5473311,8242428
4341333,2019-09-18,5473314,8242438
4341347,2019-02-03,5473317,8242448
4341361,2019-03-25,5473320,8242458
4341375,2019-12-06,5473323,8242468
4341389,2020-01-20,5473326,8242478
4341403,2019-10-30,5473329,8242488
4341417,2019-10-11,5473332,8242498
4341431,2019-04-23,5473335,8242508
4341445,2019-09-06,5473338,8242518
4341459,2020-02-15,5473341,8242528
4341473,2019-06-22,5473344,8242538
4341487,2019-09-23,5473347,8242548
4341501,2019-07-26,5473350,8242558
4341515,2019-07-11,5473353,8242568
4341529,2020-02-08,5473356,8242578
4341543,2020-01-11,5473359,8242588
4341557,2019-11-02,5473362,8242598
4341571,2019-03-12,5473365,8242608
4341585,2019-07-31,5473368,8242618
4341599,2019-01-26,5473371,8242628
4341613,2019-12-27,5473374,8242638
4341627,2019-02-28,5473377,8242648
4341641,2019-06-12,5473380,8242658
4341655,2020-01-16,5473383,8242668
4341669,2019-11-16,5473386,8242678
4341683,2020-02-05,5473389,8242688
4341697,2019-12-10,5473392,8242698
4341711,2019-12-25,5473395,8242708
4341725,2019-12-13,5473398,8242718
4341739,2019-09-04,5473401,8242728
4341753,2019-11-01,5473404,8242738
4341767,2019-02-27,5473407,8242748
4341781,2019-07-13,5473410,8242758
4341795,2019-10-03,5473413,8242768
4341809,2019-08-24,5473416,8242778
4341823,2019-03-06,5473419,8242788
4341837,2019-12-16,5473422,8242798
4341851,2019-08-14,5473425,8242808
4341865,2019-02-06,5473428,8242818
4341879,2019-02-09,5473431,8242828
4341893,2019-06-19,5473434,8242838
4341907,2019-06-15,5473437,8242848
4341921,2019-07-05,5473440,8242858
4341935,2019-08-24,5473443,8242868
4341949,2019-03-31,5473446,8242878
4341963,2019-01-15,5473449,8242888
4341977,2019-08-30,5473452,8242898
4341991,2019-04-19,5473455,8242908
4342005,2019-08-27,5473458,8242918
4342019,2020-01-09,5473461,8242928
4342033,2019-01-04,5473464,8242938
4342047,2019-03-29,5473467,8242948
4342061,2019-01-24,5473470,8242958
4342075,2019-10-31,5473473,8242968
4342089,2019-03-09,5473476,8242978
4342103,2019-02-09,5473479,8242988
4342117,2019-12-06,5473482,8242998
4342131,2019-09-03,5473485,8243008
4342145,2019-06-06,5473488,8243018
4342159,2019-05-19,5473491,8243028
4342173,2019-06-03,5473494,8243038
4342187,2020-01-11,5473497,8243048
4342201,2019-03-03,5473500,8243058
4342215,2019-10-20,5473503,8243068
4342229,2019-04-22,5473506,8243078
4342243,2019-02-07,5473509,8243088
4342257,2019-02-19,5473512,8243098
4342271,2020-02-05,5473515,8243108
4342285,2020-01-29,5473518,8243118
4342299,2019-09-28,5473521,8243128
4342313,2019-05-20,5473524,8243138
4342327,2019-03-17,5473527,8243148
4342341,2020-01-30,5473530,8243158
4342355,2019-04-05,5473533,8243168
4342369,2019-07-05,5473536,8243178
4342383,2019-08-23,5473539,8243188
4342397,2019-08-18,5473542,8243198
4342411,2019-01-09,5473545,8243208
4342425,2019-02-28,5473548,8243218
4342439,2020-01-02,5473551,8243228
4342453,2019-07-09,5473554,8243238
4342467,2019-05-02,5473557,8243248
4342481,2020-01-16,5473560,8243258
4342495,2019-09-27,5473563,8243268
4342509,2019-03-24,5473566,8243278
4342523,2019-01-06,5473569,8243288
4342537,2019-05-12,5473572,8243298
4342551,2019-07-02,5473575,8243308
4342565,2019-02-07,5473578,8243318
4342579,2019-09-20,5473581,8243328
4342593,2019-07-03,5473584,8243338
4342607,2019-03-15,5473587,8243348
4342621,2019-01-21,5473590,8243358
4342635,2019-07-12,5473593,8243368
4342649,2019-05-22,5473596,8243378
4342663,2019-01-05,5473599,8243388
4342677,2019-10-09,5473602,8243398
4342691,2020-02-06,5473605,8243408
4342705,2020-01-31,5473608,8243418
4342719,2019-07-15,5473611,8243428
4342733,2019-11-21,5473614,8243438
4342747,2019-03-02,5473617,8243448
4342761,2019-10-21,5473620,8243458
4342775,2019-08-15,5473623,8243468
4342789,2019-07-26,5473626,8243478
4342803,2019-10-10,5473629,8243488
4342817,2019-11-06,5473632,8243498
4342831,2019-02-23,5473635,8243508
4342845,2019-06-29,5473638,8243518
4342859,2019-01-06,5473641,8243528
4342873,2019-03-10,5473644,8243538
4342887,2019-01-29,5473647,8243548
4342901,2019-02-07,5473650,8243558
4342915,2020-02-24,5473653,8243568
4342929,2019-12-28,5473656,8243578
4342943,2019-04-20,5473659,8243588
4342957,2019-09-07,5473662,8243598
4342971,2019-02-02,5473665,8243608
4342985,2019-10-12,5473668,8243618
4342999,2019-01-24,5473671,8243628
4343013,2019-09-15,5473674,8243638
